Industry,Region,Year,ESG_Overall,ESG_Environmental,CarbonEmissions,WaterUsage,EnergyConsumption,total_data_centers,hyperscale_data_centers,colocation_data_centers,floor_space_sqft_total,power_capacity_MW_total,average_renewable_energy_usage_percent,internet_penetration_percent,growth_rate_of_data_centers_percent_per_year
Technology,Latin America,2025,52.2,92.0,131743.7,79046.2,263487.3,390,10,291,23175225.0,1277.0,56.918437499999996,74.246875,460.253125
Technology,Asia,2015,62.3,92.3,81855.8,49113.5,163711.6,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2016,61.3,93.2,84187.1,50512.3,168374.3,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2017,61.8,92.4,100064.4,60038.6,200128.7,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2018,61.9,91.7,115316.0,69189.6,230631.9,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2019,61.2,89.7,129612.0,77767.2,259224.0,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2020,60.3,90.2,151256.6,90754.0,302513.2,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2021,61.2,92.0,172838.2,103702.9,345676.4,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2022,60.8,90.9,206777.2,124066.3,413554.4,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2023,60.9,88.5,240982.8,144589.7,481965.6,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2024,62.1,91.4,258059.6,154835.8,516119.2,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2025,60.6,91.6,285937.9,171562.7,571875.7,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,North America,2015,70.5,77.5,84310.4,50586.3,168620.9,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2016,70.9,77.0,88133.9,52880.3,176267.7,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2017,72.5,78.8,88817.2,53290.3,177634.5,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2018,72.8,77.5,95245.4,57147.3,190490.9,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2019,73.1,76.8,103210.0,61926.0,206420.0,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2020,73.2,77.0,114301.1,68580.7,228602.2,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2021,71.3,74.8,110986.2,66591.7,221972.4,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2022,72.4,77.4,119365.0,71619.0,238730.0,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2023,72.9,76.9,132569.8,79541.9,265139.5,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2024,74.8,79.5,147879.1,88727.5,295758.2,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2025,75.7,81.0,158918.7,95351.2,317837.4,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2015,65.8,91.2,260309.1,156185.4,520618.1,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2016,66.0,89.0,321263.7,192758.2,642527.3,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2017,64.9,88.0,341099.2,204659.5,682198.3,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2018,65.3,89.4,412077.4,247246.4,824154.8,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2019,65.3,87.9,414403.5,248642.1,828807.0,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2020,65.5,88.5,409328.2,245596.9,818656.4,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2021,64.9,87.3,416253.9,249752.3,832507.8,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2022,65.4,88.2,426213.9,255728.4,852427.9,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2023,67.3,89.8,442177.9,265306.7,884355.8,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2024,68.5,93.2,523663.6,314198.1,1047327.2,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2025,69.3,92.6,611552.6,366931.6,1223105.2,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,Latin America,2015,44.1,67.0,286647.1,171988.2,573294.1,390,10,291,23175225.0,1277.0,56.918437499999996,74.246875,460.253125
Technology,Latin America,2016,44.3,67.9,281461.8,168877.1,562923.5,390,10,291,23175225.0,1277.0,56.918437499999996,74.246875,460.253125
Technology,Latin America,2017,44.4,68.3,290531.4,174318.9,581062.9,390,10,291,23175225.0,1277.0,56.918437499999996,74.246875,460.253125
Technology,Latin America,2018,47.3,75.4,271965.6,163179.4,543931.3,390,10,291,23175225.0,1277.0,56.918437499999996,74.246875,460.253125
Technology,Latin America,2019,47.9,77.9,258340.2,155004.1,516680.4,390,10,291,23175225.0,1277.0,56.918437499999996,74.246875,460.253125
Technology,Latin America,2020,47.0,77.1,254369.7,152621.8,508739.3,390,10,291,23175225.0,1277.0,56.918437499999996,74.246875,460.253125
Technology,Latin America,2021,47.6,76.8,239956.6,143974.0,479913.2,390,10,291,23175225.0,1277.0,56.918437499999996,74.246875,460.253125
Technology,Latin America,2022,48.1,76.3,217799.5,130679.7,435599.0,390,10,291,23175225.0,1277.0,56.918437499999996,74.246875,460.253125
Technology,Latin America,2023,48.8,77.7,257721.7,154633.0,515443.4,390,10,291,23175225.0,1277.0,56.918437499999996,74.246875,460.253125
Technology,Latin America,2024,48.7,74.3,267985.9,160791.5,535971.7,390,10,291,23175225.0,1277.0,56.918437499999996,74.246875,460.253125
Technology,Latin America,2025,50.7,75.4,233262.2,139957.3,466524.5,390,10,291,23175225.0,1277.0,56.918437499999996,74.246875,460.253125
Technology,Middle East,2015,63.8,96.4,75867.9,45520.8,151735.9,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2016,63.2,94.4,85074.8,51044.9,170149.6,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2017,62.6,96.4,85865.3,51519.2,171730.6,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2018,63.0,94.0,96471.1,57882.6,192942.1,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2019,65.0,99.4,102343.2,61405.9,204686.4,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2020,65.2,100.0,107168.3,64301.0,214336.7,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2021,66.6,100.0,121660.9,72996.6,243321.9,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2022,68.9,100.0,140391.2,84234.7,280782.5,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2023,70.3,99.3,144868.6,86921.2,289737.2,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2024,70.6,97.3,156403.8,93842.3,312807.7,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2025,72.3,95.6,161711.0,97026.6,323422.1,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Oceania,2015,78.0,96.4,1070742.4,642445.5,2141484.9,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2016,76.5,94.2,1133543.3,680126.0,2267086.7,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2017,76.0,92.7,1247132.1,748279.3,2494264.2,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2018,77.1,92.9,1180893.4,708536.1,2361786.8,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2019,77.4,94.5,1284389.8,770633.9,2568779.6,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2020,77.0,96.3,1295208.9,777125.4,2590417.9,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2021,76.6,96.8,1438803.7,863282.2,2877607.4,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2022,77.2,100.0,1465164.4,879098.6,2930328.8,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2023,77.8,98.3,1303387.9,782032.7,2606775.8,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2024,76.2,95.5,1435104.3,861062.6,2870208.6,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2025,75.6,94.7,1571827.5,943096.5,3143654.9,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Europe,2015,67.3,67.9,104732.0,62839.2,209463.9,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2016,68.4,71.2,117553.9,70532.3,235107.7,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2017,68.5,72.6,118998.3,71399.0,237996.6,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2018,68.3,73.8,131755.3,79053.2,263510.7,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2019,67.3,71.3,167330.3,100398.2,334660.6,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2020,70.4,74.7,187306.9,112384.1,374613.7,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2021,70.3,78.1,215497.1,129298.2,430994.1,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2022,70.1,76.7,254999.8,152999.9,509999.5,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2023,70.7,77.3,285473.9,171284.3,570947.7,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2024,72.6,80.8,291315.7,174789.4,582631.4,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2025,72.6,80.2,319356.7,191614.0,638713.4,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Middle East,2015,55.3,97.5,409269.7,245561.8,818539.5,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2016,55.8,96.2,547445.1,328467.1,1094890.3,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2017,58.5,99.9,652326.6,391396.0,1304653.2,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2018,59.5,99.8,880485.7,528291.4,1760971.4,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2019,58.6,98.3,1117702.3,670621.4,2235404.7,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2020,59.5,100.0,1272891.4,763734.8,2545782.8,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2021,61.3,100.0,1570854.0,942512.4,3141708.1,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2022,63.5,100.0,1950674.7,1170404.8,3901349.3,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2023,63.3,100.0,2463856.4,1478313.8,4927712.8,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2024,64.6,100.0,2709839.3,1625903.6,5419678.7,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2025,64.1,100.0,3447075.5,2068245.3,6894151.1,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Africa,2015,52.2,85.5,166986.1,100191.6,333972.1,218,5,178,11746184.0,910.0,28.572549019607845,40.05960784313726,322.3913725490196
Technology,Africa,2016,52.9,86.7,184075.2,110445.1,368150.5,218,5,178,11746184.0,910.0,28.572549019607845,40.05960784313726,322.3913725490196
Technology,Africa,2017,52.9,87.0,215234.2,129140.5,430468.4,218,5,178,11746184.0,910.0,28.572549019607845,40.05960784313726,322.3913725490196
Technology,Africa,2018,51.6,85.4,259628.8,155777.3,519257.6,218,5,178,11746184.0,910.0,28.572549019607845,40.05960784313726,322.3913725490196
Technology,Africa,2019,51.6,87.1,294543.5,176726.1,589087.0,218,5,178,11746184.0,910.0,28.572549019607845,40.05960784313726,322.3913725490196
Technology,Africa,2020,51.2,83.6,372288.7,223373.2,744577.4,218,5,178,11746184.0,910.0,28.572549019607845,40.05960784313726,322.3913725490196
Technology,Africa,2021,52.8,84.0,434170.8,260502.5,868341.6,218,5,178,11746184.0,910.0,28.572549019607845,40.05960784313726,322.3913725490196
Technology,Africa,2022,53.8,88.3,488198.6,292919.2,976397.2,218,5,178,11746184.0,910.0,28.572549019607845,40.05960784313726,322.3913725490196
Technology,Africa,2023,56.1,91.0,595458.8,357275.3,1190917.6,218,5,178,11746184.0,910.0,28.572549019607845,40.05960784313726,322.3913725490196
Technology,Africa,2024,55.6,91.9,654822.1,392893.3,1309644.2,218,5,178,11746184.0,910.0,28.572549019607845,40.05960784313726,322.3913725490196
Technology,Africa,2025,55.8,90.3,750679.4,450407.6,1501358.7,218,5,178,11746184.0,910.0,28.572549019607845,40.05960784313726,322.3913725490196
Technology,Latin America,2015,60.6,88.9,773128.6,463877.2,1546257.2,390,10,291,23175225.0,1277.0,56.918437499999996,74.246875,460.253125
Technology,Latin America,2016,61.2,90.5,796835.7,478101.4,1593671.3,390,10,291,23175225.0,1277.0,56.918437499999996,74.246875,460.253125
